requested_amount,term_months,annual_revenue,existing_debt,defaulted
537263.54,24,848320.74,1050165.88,0
61305.3,60,123637.6,31897.2,0
343238.24,24,546498.93,189326.12,1
143070.53,60,710306.7,757056.66,1
72741.22,24,180110.75,143822.31,1
990060.63,12,4685362.58,2830279.34,1
329130.31,6,1640912.72,815800.31,1
811775.7,60,236855.08,111372.52,0
262094.25,36,423593.35,170899.37,1
684687.7,24,1222558.3,251776.03,0
762625.58,24,2429390.83,439992.62,0
599682.35,36,1752033.18,770239.28,1
476860.43,6,1727007.54,96989.87,1
417722.51,24,1268191.9,75554.61,0
355379.58,6,1694900.8,760418.74,0
930233.85,24,3136366.22,2307893.95,1
832313.21,48,3269360.59,4340739.71,1
965376.64,24,565121.37,4895.44,0
133054.25,48,267978.12,23023.44,0
733558.8,60,1690171.77,788401.17,0
938957.05,6,1761122.22,1195415.56,1
189420.74,24,376707.54,287638.53,1
75831.3,12,249791.63,171972.99,0
743709.44,12,1951588.32,1057937.5,0
578728.38,36,1725250.03,276764.72,0
843410.49,12,4165363.54,241995.87,1
148374.65,48,303940.31,11553.57,0
797314.64,12,2705162.8,1324613.88,1
209611.05,12,386952.28,11202.61,1
172019.38,12,449785.45,265999.5,0
172623.14,24,577655.84,329250.31,1
816428.97,36,3929644.99,4026163.22,1
668545.25,6,1918256.07,2576533.94,1
527834.77,36,911662.19,380658.56,0
365242.18,48,1044068.54,1328411.02,1
878428.54,24,1765724.04,1273595.64,0
398520.66,60,918575.63,144792.55,0
818433.45,24,2998181.32,912832.59,1
444743.56,12,772067.5,83152.49,0
383174.99,12,1198009.31,742744.7,1
468052.99,48,1700490.6,685807.74,0
308364.1,60,917847.09,682002.66,0
750133.29,24,1175415.53,195791.52,0
507693.19,60,2512734.92,1383748.37,0
239890.57,6,668072.49,528705.53,1
900578.83,36,3804963.71,2025401.24,0
390052.31,24,1029645.55,56650.22,1
548117.33,60,1733453.2,816004.86,0
907407.39,6,2594842.82,373330.93,0
627995.62,6,1694889.41,41359.07,1
125729.06,36,198209.33,53113.87,0
940433.8,6,2595666.21,552573.9,0
631430.97,48,2912926.8,1838105.51,0
341556.56,6,1337664.15,399887.25,1
147879.35,60,297086.66,174201.82,1
796084.94,48,2841261.0,36911.37,0
623872.03,6,2884040.62,34175.04,1
538126.48,12,2125663.71,49848.44,1
894953.66,6,1808160.23,1768156.18,1
790711.24,48,3587784.04,1073429.93,0
160158.13,6,409268.73,199017.82,0
318604.85,6,984255.29,776312.77,0
256004.25,6,855438.11,747846.97,0
746506.83,48,3341941.71,148807.06,0
43197.11,6,205645.3,32064.24,0
574190.79,36,2729579.61,1960606.45,0
764834.1,60,1168543.85,653804.2,0
877997.98,36,4149953.77,2623437.51,0
348660.93,48,589360.53,58543.87,1
823044.73,12,83820.65,9051.76,0
119525.42,36,394727.62,35445.28,0
847987.77,60,2696380.56,1849003.42,1
136213.78,24,492614.99,82746.55,1
403314.42,60,1281758.15,1783482.99,1
799322.41,36,3813019.59,1574521.97,0
158418.25,24,371003.02,161576.24,0
236958.88,48,582702.37,91104.52,0
725030.04,60,3424014.38,1740073.41,0
722836.17,12,1278399.59,44079.76,1
644736.16,24,2342624.9,1861866.31,0
697008.96,24,2708629.67,57983.97,0
547297.2,60,1789331.29,71797.33,0
259281.07,36,1018925.75,264633.29,0
352239.03,24,741336.8,493211.58,1
189781.74,48,851021.71,970910.42,1
909366.06,60,1809720.22,683256.27,1
587557.88,48,1705588.61,24529.55,0
406842.9,60,717427.42,899201.04,1
467385.75,48,1592962.24,774773.57,1
947810.51,36,3643488.17,566514.23,0
161817.89,60,775799.58,1153066.47,1
590367.53,12,2413231.59,1516264.64,1
510829.79,36,1733684.9,1179369.25,0
615339.69,48,2931576.47,313794.39,0
27929.08,60,88661.67,32308.92,0
873402.67,36,3025658.81,2292436.27,1
932797.1,48,3345332.07,4999067.91,1
569481.85,6,1671388.82,156389.02,0
699684.32,6,3102882.65,3931405.62,1
923274.39,24,1983300.29,1463486.14,0
710166.25,12,2444355.07,860488.87,1
161013.65,6,648533.42,434474.64,1
580525.48,48,2707522.42,1074006.39,0
610647.9,36,2805142.04,239697.54,0
429889.36,60,1410291.17,166814.8,0
739079.79,36,2772336.39,4105989.3,1
935023.34,24,2692710.21,2537085.85,1
926312.83,36,2907345.98,2078436.29,1
456330.98,6,2131946.52,1108949.97,0
122105.67,36,580913.33,343369.47,0
984992.79,6,4564406.55,2270012.51,0
840509.11,6,1667820.56,515742.54,0
133416.05,12,597076.06,103586.07,0
921633.46,24,4441603.3,3288970.23,1
871197.4,48,2408315.38,991897.98,0
523649.68,6,1736035.89,668165.33,1
595362.68,60,2516498.86,2005355.84,1
405012.68,24,183184.69,203773.21,0
64214.02,48,43209.0,29524.72,0
341845.27,60,1058010.01,729894.92,0
804824.91,36,3218333.44,3358552.02,1
14585.7,24,62340.29,4729.87,0
340164.18,60,1098509.69,857382.52,0
404187.01,24,1818616.54,619634.47,0
542021.65,24,1849129.12,3284.53,0
920657.06,36,2707447.83,1080851.8,0
352882.53,36,662495.61,328227.02,1
353483.67,24,1016953.97,631396.82,0
740126.24,60,3011409.06,2271667.55,0
457695.76,12,2162384.74,1583160.8,0
232358.77,6,553217.86,416079.94,0
457915.12,36,1256209.68,32284.74,0
149448.45,12,304704.99,173504.9,0
184623.12,36,71211.87,12867.01,1
503384.1,24,2446778.71,367119.94,0
424736.2,12,1589928.94,1017959.72,1
915697.44,60,3351240.06,1118321.38,0
368769.96,60,1267541.55,1707610.88,1
584782.47,48,1058219.49,35924.51,0
635941.65,6,2577639.01,1654186.08,0
22963.51,6,82833.36,82341.05,1
666902.0,36,2544343.63,359418.46,0
186255.61,6,29820.2,11387.78,1
961459.61,48,4080302.63,1291301.34,0
157176.1,60,665358.4,652710.81,0
420477.88,12,1995227.75,1500453.6,0
94496.17,12,469151.97,246732.25,1
996905.51,60,3523552.12,818336.19,0
507173.06,24,954035.97,131968.9,0
599431.17,60,1862405.48,625837.19,0
76405.71,12,325228.85,117509.35,0
752460.87,36,1201709.08,578064.76,1
217806.54,48,370076.41,78753.06,0
899073.75,60,1559939.92,957814.65,1
213088.24,24,864845.29,68122.3,0
198780.84,36,646849.39,678211.87,1
46184.17,60,128906.61,64301.88,0
477346.28,36,892475.08,147673.63,0
569192.72,60,234908.96,155229.97,0
75051.55,36,196902.95,96944.32,0
777772.34,6,1888924.54,975776.43,0
458755.95,36,1735527.53,691078.05,0
529146.37,6,1829014.6,1330928.88,0
446355.12,12,69905.24,38807.34,0
406755.43,6,1523382.94,1498213.34,1
564043.93,36,1381498.88,263707.01,1
163687.84,48,700895.93,39845.47,0
190108.85,48,437747.74,57909.07,0
863167.76,12,1774614.16,1409303.38,1
946654.31,36,4012430.2,1305699.02,0
379576.22,6,89854.11,64600.59,1
278037.23,48,110746.47,15111.96,0
647559.55,60,1234805.49,420190.35,0
414646.83,24,1838708.58,1412890.84,1
35132.49,36,148192.17,10804.07,0
164591.07,60,435409.35,206901.05,0
718812.51,60,2734140.62,2010516.18,0
662334.7,36,1281326.65,973483.69,0
36825.03,24,120589.7,81615.83,1
229752.44,48,359690.32,449739.03,1
238764.05,24,685397.65,357603.73,1
675173.82,12,1189622.43,209776.22,0
29513.43,6,93351.43,54567.91,1
113067.5,6,336475.96,263362.28,1
801916.92,60,2450134.93,1030886.46,0
186759.22,48,309769.97,64604.97,0
656218.65,24,1814875.83,832623.02,1
245800.95,60,1019507.0,563265.67,0
108446.98,36,302697.24,50436.7,0
250740.47,60,1003739.64,1426703.27,1
725044.26,36,2025175.89,951723.89,0
857139.5,36,2555422.6,1251850.24,0
831917.67,12,2889767.85,707387.27,0
403211.69,12,1946458.78,241776.36,1
671404.29,36,1262919.23,629893.49,0
212934.45,48,343931.34,161299.12,1
300216.25,12,1089139.57,294513.96,0
897372.46,12,4326986.25,4680777.44,1
22871.9,6,16761.53,4656.28,0
94653.45,60,302377.53,118503.77,0
215807.39,6,677265.24,528169.22,1
36266.88,48,136268.2,83239.66,0
189621.08,12,653191.84,445079.56,1
587211.15,12,2184019.25,883478.71,0
427210.31,24,1947650.94,819764.12,0
893744.99,48,3675143.38,600737.94,0
819269.13,60,2653670.77,1530734.61,0
348399.18,60,1085794.97,366203.03,0
266829.2,60,997569.28,592513.74,0
385895.48,48,1194335.7,390839.56,0
594391.99,24,1843939.31,160079.29,0
275383.0,24,428790.79,59363.06,0
627907.42,6,1324397.7,859873.24,1
415317.54,48,1333085.3,275806.27,0
556526.71,48,2437190.25,515425.62,0
441765.26,24,1093609.57,813092.67,0
301521.1,36,1003839.73,528128.61,0
948968.77,36,2569207.01,2079131.21,0
765969.74,6,1429923.01,164252.71,0
148712.04,36,721854.89,157287.81,0
869783.3,36,3906508.66,1856359.44,0
492556.89,36,874152.28,526467.28,0
895606.7,12,3599672.08,790477.75,0
801856.7,6,2178267.51,1517193.01,1
430961.37,24,2147038.48,187531.24,0
32244.62,36,82494.47,13700.63,0
275990.59,60,644599.36,500448.85,0
546217.87,12,174409.9,18800.67,1
637143.44,36,2818048.21,2002192.38,0
265308.81,12,576732.55,324785.82,1
147962.51,6,589321.32,34457.42,0
836580.93,60,1434671.91,555168.48,0
984558.16,60,4643443.69,6885306.1,0
530433.28,60,946166.84,705567.69,1
179962.49,36,845789.48,995797.51,1
279584.25,12,899653.29,321545.89,0
28206.77,60,86547.37,7788.14,0
915155.82,48,4490280.46,2296051.26,0
126573.57,48,628607.97,106057.22,0
580751.31,12,2192698.26,2446146.08,1
281314.67,36,547133.83,436358.49,0
558636.22,36,1827631.63,394226.91,0
654906.18,6,2195291.92,247722.3,1
831444.39,6,2744234.17,1535652.31,0
214357.06,60,748796.68,492218.3,0
20885.87,24,32697.59,1676.14,0
145516.77,6,580509.39,862173.67,1
901018.46,36,3598109.15,4683516.28,1
875151.18,24,1666414.06,1458859.39,0
601438.97,6,98959.66,107954.86,1
604511.69,12,2109300.96,992743.66,1
668386.31,48,2599071.28,1378145.4,0
183617.57,6,32715.62,13234.57,1
915267.83,6,3379865.87,2210453.06,0
424582.82,12,1054082.82,460986.93,0
389307.14,36,1274790.3,936967.74,0
523728.53,60,2203133.42,855958.81,0
56496.31,12,224276.84,141861.14,0
174620.54,60,334600.99,109042.54,0
740653.28,6,2643500.25,920411.58,1
91970.68,36,449912.09,305577.43,0
607120.59,24,1243803.72,107126.16,0
252895.62,6,1134281.06,1347727.69,1
395402.66,12,1565366.82,909586.41,1
295806.8,24,1245054.25,747451.5,0
362115.99,48,900529.65,426125.97,0
721855.45,24,1810132.85,648844.99,0
304150.5,12,1420707.7,296396.5,1
570740.59,24,1574908.5,1145810.49,0
481289.9,12,828085.2,244972.74,0
667034.45,6,2402717.1,1535801.56,1
937461.44,36,1815733.29,45997.05,0
735246.38,48,3152800.33,585586.54,0
222790.97,36,834600.05,230740.07,0
40871.3,36,186436.18,100164.56,0
269641.4,36,1145148.25,292544.89,0
599127.15,12,1133786.88,37518.19,0
60911.56,12,172607.97,24008.74,1
501402.58,48,2111386.65,437758.61,0
600874.42,12,1779005.98,250551.62,0
340901.45,60,1671534.99,272426.18,0
773203.08,12,3150873.36,1938308.75,0
115532.27,12,179566.0,59189.79,0
84386.4,12,386485.49,125276.72,0
730906.87,6,1354236.49,1047210.86,0
500536.4,48,996984.94,356284.0,0
691518.37,60,2814980.01,2089071.28,0
440479.07,12,1994220.52,477118.21,0
253938.01,48,857605.47,274863.42,0
820911.29,24,2061861.6,653665.15,0
801421.72,6,2187564.26,2516347.58,1
697749.51,12,1884002.28,880578.58,0
279423.69,60,738621.14,146616.31,0
594328.36,6,1396780.91,886770.67,1
367364.16,60,1333912.06,529857.57,0
100666.25,6,468240.87,2638.46,1
918140.44,24,2364017.4,3354153.03,1
145450.44,48,313217.35,199972.85,1
950734.98,6,4216530.39,844880.49,0
451545.72,36,1849640.39,2487989.56,1
193281.6,24,134057.1,86566.42,0
546481.94,36,1136310.32,887482.65,1
874216.38,24,1752698.59,107354.35,0
734902.64,36,2494996.58,2510251.04,1
808495.54,36,2951427.35,848297.86,0
662195.53,60,2106183.77,1586275.86,0
695353.8,6,2500758.74,1298072.49,0
850703.7,6,1813129.63,1291302.67,1
257171.33,24,817457.17,675465.67,1
494530.71,48,1880860.5,42127.88,0
228997.35,60,690306.23,36140.29,0
987791.33,6,3830719.65,1611184.15,1
944618.75,6,481590.13,49938.59,0
49032.54,60,130799.13,48242.3,0
708519.42,12,1815664.38,2621874.71,1
925995.83,60,2720721.32,641561.95,0
188769.59,6,298409.55,408958.76,1
572265.78,48,2197407.88,2463961.17,1
916333.41,12,4084894.98,2058221.6,0
43606.52,36,119533.97,18536.84,0
700446.06,60,1163522.14,241956.1,0
304375.52,36,1507789.45,1035872.89,1
925152.23,12,2241591.95,1454947.8,0
971347.66,12,1887497.45,1191674.82,1
944823.82,12,2639964.15,1628160.1,1
479472.07,24,1958619.26,719890.5,0
863422.22,60,2183342.75,1273134.71,0
846103.9,48,2971061.03,920327.32,0
325909.47,48,962886.49,77577.52,0
830626.32,36,1588302.03,499838.19,1
46637.56,36,123869.57,15722.82,0
600307.18,36,2423468.16,757773.28,0
237708.75,60,865738.51,205993.97,0
129361.22,6,248273.2,119004.43,1
86183.67,36,178540.54,51639.7,1
699325.89,12,2617273.83,2944734.76,1
346476.21,36,1506116.13,617081.9,0
727519.1,12,1981151.45,1457322.77,1
74702.78,24,267703.96,19494.3,0
322137.43,6,675603.55,371695.02,1
544096.38,6,1409110.15,757985.01,1
792815.93,60,1245470.79,1237236.17,0
325564.98,60,1363780.57,1163654.34,0
629632.46,48,1828159.49,446711.46,0
887117.97,24,3864675.77,532995.81,0
619704.56,60,2465993.76,523359.86,0
240629.88,12,1058917.04,1005560.6,0
34156.77,24,85385.28,57222.68,0
871397.89,6,1871658.58,425669.97,0
31056.72,12,152229.79,19210.44,1
875954.66,24,3513145.15,764821.45,0
533647.76,6,2358268.4,190410.32,1
939677.02,60,1452709.48,1076975.37,0
800795.4,12,2194672.42,1532099.33,0
997954.77,12,4091473.26,4598454.17,1
357204.7,6,633302.47,125134.4,0
769516.41,12,2682295.47,1942834.49,1
407911.6,60,1224450.56,1735.73,0
485076.86,60,757524.05,790737.92,1
631230.41,60,1468187.98,1075892.57,1
874940.34,6,2184526.51,888765.85,1
984242.63,36,1861704.59,4418.88,0
770590.68,36,2859183.62,500634.88,0
423589.11,12,994753.52,734081.62,1
427143.43,60,1055756.85,14377.23,0
740206.48,12,281513.45,88908.65,0
246389.37,6,772413.63,666425.29,1
119369.37,12,342882.37,229893.3,1
361075.94,48,1456417.36,556477.19,0
294366.6,36,1378709.62,256422.07,0
303345.04,12,481598.83,701171.4,1
241271.67,12,740423.18,156245.9,0
51672.26,24,187969.98,38385.61,0
27695.2,12,14203.97,9176.9,0
987845.17,48,4152335.09,512450.75,0
433495.4,36,2124201.04,9382.98,0
390483.38,24,1875099.54,505189.64,0
682850.81,6,1659968.59,652001.08,1
226071.35,6,518197.13,292296.51,0
950461.57,36,4610895.19,2881312.47,0
788481.56,6,2448392.71,1299644.48,0
98516.89,48,219598.29,110064.22,1
423404.97,12,1682818.55,896267.44,0
880327.12,36,2196830.92,477198.28,1
945284.7,24,2302112.72,704191.09,1
472727.5,12,2163849.46,1067100.63,0
617277.28,6,1276947.33,1805399.6,1
175363.61,6,302568.04,71484.81,1
991256.94,24,2420800.65,787087.4,0
239354.98,48,867496.4,370206.3,0
943304.46,24,1821339.31,2482776.15,1
653150.18,36,2057802.78,1182219.02,0
611659.43,24,2260497.45,856143.83,0
517561.63,6,2313800.4,1673581.05,0
238363.11,48,549318.17,167132.62,0
184762.75,48,805697.17,338632.4,0
228281.35,60,530108.54,1361.48,0
194573.88,24,752744.64,186968.49,0
781788.63,36,2351117.9,1629932.19,0
356624.01,6,678079.31,180953.0,0
67264.25,12,269051.76,54496.18,0
969411.6,48,2192973.03,953569.52,0
884948.03,24,1874480.98,1536277.44,1
928474.76,60,2557140.42,1087511.18,0
994958.74,36,3767427.05,915230.99,0
182156.3,36,422418.21,129463.71,0
402279.6,6,862010.92,545732.22,0
760656.09,48,1167483.64,618265.73,0
699060.41,6,2202565.17,786062.19,1
162356.95,60,487112.98,477302.58,1
817674.79,12,1895809.34,1163054.39,1
232196.17,12,391896.65,233816.12,0
231579.44,12,695293.08,570492.89,1
541604.68,36,2306541.54,555266.15,0
597010.54,48,2390124.21,665863.62,0
584285.35,6,257670.5,38659.29,0
100571.97,6,154231.08,1500.54,1
878686.25,60,4290157.15,597077.54,0
272944.04,12,735568.6,475615.32,0
138219.77,48,686453.6,299799.25,0
889860.6,48,2121577.27,3127523.79,1
956094.98,60,3012059.98,1465895.97,0
863506.34,24,2364925.28,1399721.94,1
811420.91,48,2227482.26,631585.28,0
658689.56,48,2929842.83,1092420.83,0
555348.8,6,2283853.22,117322.85,0
96116.89,60,477944.12,474223.8,1
414368.68,48,1511327.46,430918.26,0
378961.63,48,1182890.12,410248.67,0
267156.25,6,484957.66,163954.73,0
726185.91,48,3622189.88,1832565.22,0
500916.98,6,1718324.21,786944.85,0
90235.75,24,356582.01,120412.34,0
227981.37,36,666525.96,9040.77,0
686426.18,6,2345521.67,1165185.02,0
85369.55,6,409690.35,288283.52,0
852694.84,48,1775709.75,1093200.18,0
500195.06,6,1262144.22,991152.4,1
485780.71,60,987207.95,109837.02,0
596483.71,12,2548629.15,453696.87,1
826434.16,12,1419118.37,612227.49,1
354331.12,24,632732.9,119400.09,1
681235.99,6,1733561.25,47915.33,1
570074.64,60,1881051.71,605380.04,0
274357.99,48,801663.57,184475.44,0
879843.69,48,1457775.25,307603.23,1
799451.76,36,3878316.73,2957364.87,0
661867.32,24,3200157.17,610472.52,0
852075.91,60,2111228.64,218609.4,0
868621.26,60,3526897.35,353590.53,0
711279.35,48,2507269.62,1617337.48,0
838643.2,36,467127.15,267139.95,1
700496.75,48,1693521.24,175430.1,0
683339.36,36,2199694.08,386711.71,0
622425.26,12,1846940.71,1104238.58,0
755189.47,60,1902550.83,1567766.78,1
167019.05,12,722572.94,567388.59,0
882062.05,48,2809473.66,1214973.89,0
873125.09,24,3310862.59,508569.6,0
38954.81,6,84238.11,57875.52,0
827558.58,24,2786618.82,712205.25,0
137581.17,24,25018.01,5780.31,1
341767.67,6,1142340.54,299239.52,0
746073.17,60,3158045.97,1940801.78,0
169152.3,12,708950.48,98239.52,0
819787.35,12,2246030.73,686002.08,1
833812.84,60,3276859.37,80827.73,0
512393.06,6,2456676.12,1624603.1,1
16322.01,36,60225.65,16416.01,0
294167.75,24,594052.78,117942.25,0
620757.65,48,2407906.63,1117063.03,0
981374.32,12,1832388.13,1033455.01,0
635495.39,60,2893020.59,1881379.98,1
267205.55,48,883999.26,245953.31,0
637665.65,6,1816067.04,1180154.24,1
544585.53,48,179997.06,66941.77,0
782046.94,48,2215338.05,179251.45,0
115910.83,24,540286.27,365798.65,1
763417.62,6,1201192.19,526251.7,0
545853.91,48,1725590.8,831692.76,0
963362.08,12,4584691.5,3438486.6,1
348453.44,6,132772.81,113153.06,0
636295.67,12,1908005.68,8522.73,1
932707.82,60,3287757.94,2289899.32,0
111484.63,60,347863.34,79243.57,0
937856.2,36,1960218.8,786858.36,0
691006.87,60,1081387.32,177249.42,0
77158.69,48,60620.79,14402.7,0
307953.93,6,1454411.92,1729377.75,0
711090.37,60,1331356.34,457532.16,0
76677.1,12,171629.0,86107.04,0
586348.76,48,1639315.74,1411533.99,1
352424.23,60,1526207.6,416132.13,0
624706.36,24,1525789.75,693733.92,0
55284.61,12,253601.03,157757.67,1
872821.44,12,1477121.6,845059.13,0
973754.08,36,4667542.34,4848616.37,0
969189.08,24,3355928.43,1029286.1,0
752155.31,36,2862493.92,933177.55,0
138785.38,60,386782.83,540399.15,1
760680.56,24,3222988.32,3849272.13,0
34341.05,12,71531.78,107189.67,0
31902.32,36,53314.88,5349.2,0
330374.12,48,952901.15,737510.52,1
493756.76,24,2215948.24,1380953.24,0
772703.34,12,3200725.72,763470.52,1
686462.42,6,2272222.12,77342.02,1
451443.68,24,1581173.42,899754.94,1
280890.4,24,549035.37,322551.27,0
997153.26,60,4429738.96,3414877.3,0
431919.49,48,1837540.52,372955.39,0
456873.15,60,1735042.66,114825.25,0
171987.58,24,538608.11,394319.2,0
796861.45,24,3885183.61,803919.19,0
696745.4,48,3188733.29,1840617.08,0
228561.92,48,858365.83,742157.94,0
91557.24,36,256479.62,156059.6,1
683694.31,12,452587.96,380500.73,0
657966.1,12,2312121.33,1286624.03,0
280526.93,36,161142.16,208939.11,1
951354.93,12,2448177.68,1871363.77,0
159547.31,24,466602.13,13780.68,0
438011.45,36,1536846.36,359067.24,0
944179.76,36,2831096.53,157429.16,0
425530.04,12,1030851.08,1140826.64,1
642140.69,6,2673470.32,3265407.18,1
403618.45,12,1356212.98,580426.19,0
281473.05,60,488880.15,51413.72,0
984137.87,6,2744866.58,1073862.64,0
415240.67,36,1908943.2,608882.11,0
895158.21,6,3708933.95,936882.26,1
237655.06,24,625356.91,386314.96,1
220973.66,48,1057058.67,51817.9,0
40822.74,6,72179.1,37341.76,0
655150.16,60,3186860.99,2098211.51,0
374841.08,48,884612.89,642092.57,1
865714.67,24,1326127.38,791344.34,0
478477.81,60,1444203.03,326338.68,0
968511.49,48,2669601.69,1282492.59,0
193670.26,24,655924.67,74200.09,1
869936.94,48,3730902.91,349393.46,0
778830.88,48,3464635.25,1770079.77,0
773212.63,12,2245645.31,1529028.73,1
846335.4,60,2542780.94,136797.8,0
763413.75,60,1541043.83,1357072.36,0
629958.12,6,1049772.69,475007.28,1
139932.43,60,523942.35,91464.35,0
42200.92,60,72819.02,35641.6,0
921639.37,48,3749602.61,643563.27,0
620483.81,36,2101464.19,195826.16,0
798571.92,12,1752897.65,765069.68,0
486707.13,6,1649124.52,1137493.71,1
126135.11,12,269991.19,147981.52,0
133933.93,6,406567.19,266293.42,0
688709.63,24,2960391.56,630765.12,0
436002.84,48,1358897.69,963163.47,1
208519.48,60,421302.69,127078.09,0
496678.6,60,2003303.66,1366169.23,1
73566.85,36,158440.15,59722.5,0
586151.69,12,2394385.43,513083.56,0
276303.47,12,878018.66,182809.69,0
799583.51,12,2469190.76,1121344.24,0
317258.34,60,1421324.54,89839.39,0
460667.95,12,1833510.19,1364214.01,0
21504.33,48,34733.53,48293.2,1
81722.42,6,207297.92,55659.46,1
398568.62,60,1812778.69,338339.27,0
485139.45,48,758826.79,1826.02,0
604020.34,24,2058735.11,1140621.99,0
298745.95,48,1209141.32,571249.53,0
698032.07,48,2566312.32,1662240.61,0
861521.17,24,3585532.83,117636.38,0
782052.48,48,3159430.61,2347218.46,0
49222.64,6,193056.48,51103.89,0
485701.88,60,2125134.91,1552317.31,1
113880.88,36,428182.7,36697.48,0
249624.57,24,726024.26,432083.51,0
986795.97,60,3110066.98,1441474.32,0
151070.59,12,605572.01,173528.46,0
503899.27,6,2301343.8,145707.09,0
621974.18,36,1525557.0,738048.01,0
705440.32,6,1902762.16,40247.05,0
